date,state,deathIncrease,hospitalizedIncrease,inIcuCurrently,negativeIncrease,onVentilatorCurrently,positiveIncrease
15-01-2021,AK,1,3,0,6650,10,300
15-01-2021,AL,85,313,0,10166,0,2945
15-01-2021,AR,35,95,434,12628,226,3124
15-01-2021,AZ,185,405,1138,12383,753,9146
15-01-2021,CA,637,0,4833,276515,0,42655
15-01-2021,CO,27,101,0,6770,0,2281
15-01-2021,CT,41,0,0,28599,0,1878
15-01-2021,DC,0,0,71,7642,30,320
15-01-2021,DE,7,0,56,1932,0,662
15-01-2021,FL,188,433,0,39799,0,16415
15-01-2021,GA,163,315,0,35666,0,7348
15-01-2021,GU,1,0,4,227,3,17
15-01-2021,HI,0,8,20,0,18,150
15-01-2021,IA,6,0,91,2208,35,1035
15-01-2021,ID,27,47,88,1899,0,994
15-01-2021,IL,149,0,712,100514,386,6642
15-01-2021,IN,44,188,551,9786,285,4666
15-01-2021,KS,147,173,201,12340,67,4093
15-01-2021,KY,19,80,392,10572,203,3925
15-01-2021,LA,0,0,0,25774,242,3705
15-01-2021,MA,76,0,451,16536,293,5525
15-01-2021,MD,45,162,421,12328,0,2924
15-01-2021,ME,16,11,61,13756,24,823
15-01-2021,MI,39,0,493,39417,256,3001
15-01-2021,MN,33,72,125,10618,0,1627
15-01-2021,MO,28,0,592,4543,334,2231
15-01-2021,MS,55,0,340,0,212,2342
15-01-2021,MT,9,23,34,6612,17,525
15-01-2021,NC,108,0,861,78630,0,8914
15-01-2021,ND,23,10,10,467,0,221
15-01-2021,NE,15,19,0,899,0,932
15-01-2021,NH,11,9,0,3363,0,722
15-01-2021,NJ,67,176,626,136196,438,6369
15-01-2021,NM,38,58,0,-14330,0,1262
15-01-2021,NV,40,0,418,3931,287,1878
15-01-2021,NY,187,0,1570,304729,962,19942
15-01-2021,OH,67,316,945,58066,646,7149
15-01-2021,OK,43,156,470,25547,0,3538
15-01-2021,OR,29,50,108,19971,58,1137
15-01-2021,PA,215,0,1010,12519,604,6047
15-01-2021,PR,13,0,50,0,60,1138
15-01-2021,RI,9,66,51,3519,35,1057
15-01-2021,SC,103,195,473,28845,289,4787
15-01-2021,SD,15,25,53,911,40,425
15-01-2021,TN,79,120,755,28581,402,5557
15-01-2021,TX,400,0,3663,117450,0,27204
15-01-2021,UT,12,102,210,5377,0,2543
15-01-2021,VA,30,146,580,20353,362,4795
15-01-2021,VT,1,0,6,1542,0,161
15-01-2021,WA,38,0,202,22355,93,2575
15-01-2021,WI,42,119,229,5771,0,2706
15-01-2021,WV,31,0,195,20245,102,1430
15-01-2021,WY,0,4,0,2173,0,208
14-01-2021,AK,2,11,0,11109,10,332
14-01-2021,AL,185,221,0,7366,0,3588
14-01-2021,AR,42,89,426,12685,241,2491
14-01-2021,AZ,182,397,1167,14858,821,7311
14-01-2021,CA,552,0,4878,251785,0,35930
14-01-2021,CO,31,94,0,6227,0,2403
14-01-2021,CT,17,0,0,21422,0,968
14-01-2021,DC,11,0,74,5043,29,220
14-01-2021,DE,1,0,56,2154,0,892
14-01-2021,FL,222,413,0,37435,0,13381
14-01-2021,GA,172,360,0,30669,0,6364
14-01-2021,GU,0,0,3,391,3,13
14-01-2021,HI,6,7,24,0,19,175
14-01-2021,IA,19,0,85,2510,35,1146
14-01-2021,ID,8,50,88,2186,0,1091
14-01-2021,IL,107,0,742,111384,382,6652
14-01-2021,IN,39,189,550,7925,280,4375
14-01-2021,KS,0,0,217,0,65,0
14-01-2021,KY,51,130,548,8699,196,4063
14-01-2021,LA,58,0,0,30778,245,5313
14-01-2021,MA,74,0,454,16498,294,5955
14-01-2021,MD,45,137,425,11783,0,2948
14-01-2021,ME,8,16,63,8462,23,808
14-01-2021,MI,175,0,499,45873,258,3295
14-01-2021,MN,43,95,131,7021,0,1581
14-01-2021,MO,30,0,588,4738,332,2780
14-01-2021,MS,41,0,347,0,219,1948
14-01-2021,MT,8,14,36,6901,21,457
14-01-2021,NC,80,0,858,74136,0,9853
14-01-2021,ND,8,6,10,869,0,243
14-01-2021,NE,12,23,0,3169,0,1529
14-01-2021,NH,12,2,0,3098,0,653
14-01-2021,NJ,92,190,644,49859,456,7092
14-01-2021,NM,29,75,0,14148,0,1424
14-01-2021,NV,62,0,410,4238,288,2187
14-01-2021,NY,204,0,1536,198928,956,13661
14-01-2021,OH,109,340,952,47718,618,7654
14-01-2021,OK,34,261,474,15835,0,3142
14-01-2021,OR,41,71,113,16557,53,1329
14-01-2021,PA,313,0,1013,11603,626,7175
14-01-2021,PR,20,0,52,0,61,177
14-01-2021,RI,9,56,53,3467,34,901
14-01-2021,SC,23,92,465,34882,290,5802
14-01-2021,SD,10,20,56,556,31,317
14-01-2021,TN,84,98,781,20429,436,4983
14-01-2021,TX,426,0,3662,106445,0,23064
14-01-2021,UT,11,89,194,5274,0,2742
14-01-2021,VA,74,125,583,28248,366,5294
14-01-2021,VT,4,0,8,1282,0,205
14-01-2021,WA,49,12,215,15270,93,2658
14-01-2021,WI,49,99,224,6987,0,3140
14-01-2021,WV,31,0,187,13117,97,827
14-01-2021,WY,0,10,0,220,0,412
13-01-2021,AK,2,34,0,12721,8,406
13-01-2021,AL,187,642,0,6653,0,3147
13-01-2021,AR,65,101,432,9097,255,2467
13-01-2021,AZ,191,474,1158,10993,805,5629
13-01-2021,CA,589,0,4929,300516,0,33751
13-01-2021,CO,43,152,0,7235,0,2438
13-01-2021,CT,87,0,0,53365,0,3529
13-01-2021,DC,6,0,59,3345,20,177
13-01-2021,DE,3,0,55,2893,0,727
13-01-2021,FL,174,440,0,39033,0,13664
13-01-2021,GA,141,356,0,20450,0,5662
13-01-2021,GU,0,0,3,295,3,21
13-01-2021,HI,3,11,26,0,22,106
13-01-2021,IA,10,0,79,2310,30,1441
13-01-2021,ID,12,49,72,779,0,1034
13-01-2021,IL,120,0,749,70245,386,5862
13-01-2021,IN,59,174,550,6192,284,3642
13-01-2021,KS,100,189,217,12877,65,4539
13-01-2021,KY,47,154,403,20200,225,4553
13-01-2021,LA,51,0,0,16174,235,2896
13-01-2021,MA,86,506,461,15517,286,5918
13-01-2021,MD,37,126,454,8820,0,2516
13-01-2021,ME,4,12,64,10180,23,824
13-01-2021,MI,40,0,501,38500,255,3128
13-01-2021,MN,50,87,129,6151,0,1487
13-01-2021,MO,16,0,602,3807,327,2060
13-01-2021,MS,31,0,360,0,228,1942
13-01-2021,MT,2,20,36,2899,21,576
13-01-2021,NC,107,0,848,33432,0,5098
13-01-2021,ND,1,16,10,573,0,167
13-01-2021,NE,19,22,0,1271,0,1000
13-01-2021,NH,7,5,0,2025,0,977
13-01-2021,NJ,122,237,648,0,452,7880
13-01-2021,NM,13,57,0,10060,0,1145
13-01-2021,NV,50,0,411,3693,280,1143
13-01-2021,NY,168,0,1501,182291,924,14577
13-01-2021,OH,79,288,959,20306,636,6701
13-01-2021,OK,44,247,477,21403,0,3907
13-01-2021,OR,54,60,103,15674,50,1173
13-01-2021,PA,349,0,1035,13212,645,7960
13-01-2021,PR,14,0,61,0,73,212
13-01-2021,RI,17,69,49,3226,35,1092
13-01-2021,SC,51,142,475,31227,277,6021
13-01-2021,SD,19,35,62,1465,33,452
13-01-2021,TN,137,145,783,17478,445,4625
13-01-2021,TX,405,0,3662,124997,0,27343
13-01-2021,UT,27,101,194,4704,0,5188
13-01-2021,VA,75,144,587,30398,362,4598
13-01-2021,VT,0,0,8,746,0,121
13-01-2021,WA,90,90,216,21727,111,1858
13-01-2021,WI,46,122,225,5293,0,2771
13-01-2021,WV,37,0,204,11392,101,1189
13-01-2021,WY,0,5,0,221,0,217
12-01-2021,AK,0,0,0,0,9,0
12-01-2021,AL,226,0,0,6125,0,3848
12-01-2021,AR,40,198,452,4150,251,3209
12-01-2021,AZ,335,753,1183,10178,786,8559
12-01-2021,CA,548,0,4962,301369,0,36487
12-01-2021,CO,29,265,0,4291,0,1511
12-01-2021,CT,33,0,0,31041,0,3689
12-01-2021,DC,4,0,69,8702,34,430
12-01-2021,DE,5,0,55,1133,0,619
12-01-2021,FL,161,420,0,40252,0,14526
12-01-2021,GA,187,435,0,23820,0,5982
12-01-2021,GU,0,0,4,343,4,0
12-01-2021,HI,0,7,26,0,22,114
12-01-2021,IA,83,0,90,1075,30,637
12-01-2021,ID,10,42,72,1560,0,572
12-01-2021,IL,134,0,757,86849,409,6642
12-01-2021,IN,88,217,553,4445,293,3139
12-01-2021,KS,0,0,156,0,48,0
12-01-2021,KY,22,117,397,6065,205,3022
12-01-2021,LA,53,0,0,45336,244,4705
12-01-2021,MA,67,0,451,14061,271,5487
12-01-2021,MD,66,129,456,9164,0,2665
12-01-2021,ME,11,18,68,6710,27,715
12-01-2021,MI,104,0,525,32762,285,2468
12-01-2021,MN,13,116,135,6787,0,1315
12-01-2021,MO,204,0,588,3358,341,2131
12-01-2021,MS,98,0,354,0,222,1648
12-01-2021,MT,10,30,36,5731,21,424
12-01-2021,NC,60,0,839,52108,0,6851
12-01-2021,ND,3,11,10,1553,0,138
12-01-2021,NE,12,15,0,727,0,644
12-01-2021,NH,9,3,0,-218,0,841
12-01-2021,NJ,107,242,658,212974,440,4587
12-01-2021,NM,30,94,0,11743,0,887
12-01-2021,NV,46,0,425,3915,292,2593
12-01-2021,NY,166,0,1492,181457,909,15214
12-01-2021,OH,100,486,968,33473,638,7981
12-01-2021,OK,29,67,471,26707,0,2210
12-01-2021,OR,8,128,85,49455,49,924
12-01-2021,PA,227,0,1060,10914,639,7275
12-01-2021,PR,3,0,77,0,73,959
12-01-2021,RI,23,50,53,2695,34,786
12-01-2021,SC,34,42,485,7870,270,1703
12-01-2021,SD,0,26,57,426,32,244
12-01-2021,TN,146,151,756,12884,432,3478
12-01-2021,TX,286,0,3619,69479,0,26052
12-01-2021,UT,26,119,187,4785,0,2146
12-01-2021,VA,84,144,582,16354,349,4561
12-01-2021,VT,2,0,10,-5,0,169
12-01-2021,WA,1,207,234,47805,116,5091
12-01-2021,WI,58,149,221,3846,0,3307
12-01-2021,WV,40,0,203,9208,104,921
12-01-2021,WY,33,-24,0,-85,0,677
11-01-2021,AK,0,3,0,5055,9,173
11-01-2021,AL,13,833,0,4447,0,2100
11-01-2021,AR,38,0,460,8867,268,1268
11-01-2021,AZ,6,54,1158,13545,783,8995
11-01-2021,CA,264,0,4971,303865,0,39839
11-01-2021,CO,5,30,0,5880,0,1677
11-01-2021,CT,92,0,0,109111,0,7364
11-01-2021,DC,4,0,71,3364,41,202
11-01-2021,DE,14,0,58,1869,0,554
11-01-2021,FL,163,205,0,26775,0,11338
11-01-2021,GA,17,107,0,29431,0,6339
11-01-2021,GU,0,0,4,630,4,11
11-01-2021,HI,0,31,25,0,21,172
11-01-2021,IA,1,0,96,992,36,476
11-01-2021,ID,6,22,76,1067,0,432
11-01-2021,IL,70,0,759,61921,401,4776
11-01-2021,IN,31,163,568,6364,286,3685
11-01-2021,KS,107,94,156,10129,48,5180
11-01-2021,KY,21,61,381,20442,207,2082
11-01-2021,LA,45,0,0,11423,232,1405
11-01-2021,MA,55,0,451,12662,285,4251
11-01-2021,MD,29,208,447,13513,0,3012
11-01-2021,ME,6,13,57,22344,21,313
11-01-2021,MI,47,0,485,68657,272,5129
11-01-2021,MN,4,52,141,5517,0,980
11-01-2021,MO,3,0,586,3240,326,1659
11-01-2021,MS,19,165,344,39348,221,1227
11-01-2021,MT,1,19,35,2860,18,329
11-01-2021,NC,11,0,811,107398,0,5936
11-01-2021,ND,0,5,10,0,0,114
11-01-2021,NE,23,16,0,928,0,406
11-01-2021,NH,0,12,0,15198,0,707
11-01-2021,NJ,46,82,649,0,438,5334
11-01-2021,NM,15,62,0,6650,0,930
11-01-2021,NV,33,0,404,2977,279,1681
11-01-2021,NY,169,0,1426,190190,891,13714
11-01-2021,OH,75,219,971,34137,607,7892
11-01-2021,OK,14,61,467,0,0,3885
11-01-2021,OR,2,0,92,0,54,1207
11-01-2021,PA,83,0,1070,10783,663,5338
11-01-2021,PR,12,0,70,0,73,349
11-01-2021,RI,7,164,47,1975,33,568
11-01-2021,SC,15,66,465,18901,250,3129
11-01-2021,SD,0,13,49,370,30,181
11-01-2021,TN,80,52,766,18068,447,3527
11-01-2021,TX,56,0,3424,134773,0,14834
11-01-2021,UT,4,74,194,3089,0,1484
11-01-2021,VA,10,87,571,29443,352,4530
11-01-2021,VT,0,0,10,740,0,111
11-01-2021,WA,0,0,245,0,86,0
11-01-2021,WI,5,56,219,3998,0,1682
11-01-2021,WV,12,0,212,10959,104,1070
11-01-2021,WY,0,16,0,581,0,563
10-01-2021,AK,0,1,0,6657,10,250
10-01-2021,AL,35,0,0,7584,0,2750
10-01-2021,AR,33,28,441,31723,319,3330
10-01-2021,AZ,105,487,1122,20312,791,11201
10-01-2021,CA,468,0,4965,423391,0,49685
10-01-2021,CO,18,23,0,7972,0,2201
10-01-2021,CT,0,0,0,0,0,0
10-01-2021,DC,4,0,69,6254,47,334
10-01-2021,DE,3,0,62,2636,0,798
10-01-2021,FL,111,201,0,35722,0,12041
10-01-2021,GA,1,125,0,32650,0,7169
10-01-2021,GU,0,0,4,0,3,8
10-01-2021,HI,2,0,24,0,20,198
10-01-2021,IA,11,0,105,1815,41,940
10-01-2021,ID,5,20,76,1154,0,977
10-01-2021,IL,83,0,740,73064,391,4711
10-01-2021,IN,19,166,556,8517,291,5093
10-01-2021,KS,0,0,221,0,61,0
10-01-2021,KY,25,49,380,0,212,3227
10-01-2021,LA,40,0,0,41263,225,5398
10-01-2021,MA,77,0,459,14857,282,5656
10-01-2021,MD,26,227,485,14820,0,3310
10-01-2021,ME,0,0,51,0,24,279
10-01-2021,MI,0,0,517,0,294,0
10-01-2021,MN,44,64,130,12921,0,2159
10-01-2021,MO,4,0,597,6463,322,2744
10-01-2021,MS,21,0,329,0,219,2214
10-01-2021,MT,2,-3,36,4892,17,222
10-01-2021,NC,142,0,790,58986,0,8833
10-01-2021,ND,0,7,10,0,0,158
10-01-2021,NE,4,10,0,1809,0,1006
10-01-2021,NH,7,0,0,0,0,729
10-01-2021,NJ,32,82,625,0,431,5646
10-01-2021,NM,17,37,0,13556,0,1203
10-01-2021,NV,17,0,407,3046,277,2259
10-01-2021,NY,153,0,1436,231481,892,15355
10-01-2021,OH,28,101,1033,48442,632,6088
10-01-2021,OK,23,186,467,0,0,6487
10-01-2021,OR,28,0,92,0,54,1629
10-01-2021,PA,103,0,1062,13870,640,7506
10-01-2021,PR,14,0,67,0,71,489
10-01-2021,RI,10,0,55,3398,39,1038
10-01-2021,SC,53,89,464,27411,250,4441
10-01-2021,SD,15,33,54,651,31,417
10-01-2021,TN,81,53,778,31719,459,7419
10-01-2021,TX,186,0,3478,124043,0,15855
10-01-2021,UT,2,88,189,5080,0,2276
10-01-2021,VA,2,70,553,46524,348,5141
10-01-2021,VT,0,0,10,1728,0,177
10-01-2021,WA,-1,214,245,22077,86,2988
10-01-2021,WI,3,52,242,5630,0,2126
10-01-2021,WV,12,0,214,11821,99,1434
10-01-2021,WY,0,3,0,0,0,113
09-01-2021,AK,1,5,0,7513,8,311
09-01-2021,AL,108,0,0,8919,0,4863
09-01-2021,AR,44,119,426,13126,223,2886
09-01-2021,AZ,98,377,1121,17242,791,11094
09-01-2021,CA,695,0,4939,273782,0,52636
09-01-2021,CO,52,107,0,8733,0,2837
09-01-2021,CT,0,0,0,0,0,0
09-01-2021,DC,4,0,72,6594,46,350
09-01-2021,DE,12,0,62,2262,0,972
09-01-2021,FL,139,346,0,31803,0,15069
09-01-2021,GA,143,323,0,39520,0,8957
09-01-2021,GU,0,0,4,0,3,5
09-01-2021,HI,4,0,24,0,20,248
09-01-2021,IA,3,0,110,1983,47,1072
09-01-2021,ID,6,57,76,1389,0,1085
09-01-2021,IL,102,0,742,96186,393,6717
09-01-2021,IN,74,193,579,8559,299,5966
09-01-2021,KS,0,0,221,0,61,0
09-01-2021,KY,20,152,384,7275,201,4231
09-01-2021,LA,0,0,0,0,220,0
09-01-2021,MA,89,0,445,18180,280,7414
09-01-2021,MD,30,228,449,12654,0,3758
09-01-2021,ME,6,8,56,0,26,612
09-01-2021,MI,232,0,517,48901,294,2898
09-01-2021,MN,43,82,130,11272,0,2469
09-01-2021,MO,32,0,602,6134,339,3825
09-01-2021,MS,45,0,329,0,219,3203
09-01-2021,MT,5,23,40,4715,22,534
09-01-2021,NC,97,0,834,69406,0,11581
09-01-2021,ND,0,2,9,-218,0,120
09-01-2021,NE,-78,20,0,1373,0,1023
09-01-2021,NH,16,0,0,0,0,719
09-01-2021,NJ,98,3434,652,59386,423,7427
09-01-2021,NM,22,112,0,15333,0,1498
09-01-2021,NV,56,0,407,2808,277,2648
09-01-2021,NY,190,0,1428,241088,876,16943
09-01-2021,OH,55,270,987,51910,618,8374
09-01-2021,OK,35,220,467,22588,0,4289
09-01-2021,OR,7,19,92,22531,54,1762
09-01-2021,PA,273,0,1081,15216,611,10045
09-01-2021,PR,24,0,77,0,77,563
09-01-2021,RI,14,0,55,2773,39,1387
09-01-2021,SC,63,174,457,30711,243,5908
09-01-2021,SD,14,20,55,980,30,321
09-01-2021,TN,86,76,828,27551,487,5844
09-01-2021,TX,381,0,3521,101705,0,23290
09-01-2021,UT,9,99,181,4665,0,2613
09-01-2021,VA,69,107,565,33613,348,5798
09-01-2021,VT,0,0,7,2077,0,171
09-01-2021,WA,65,-11,245,18600,118,4595
09-01-2021,WI,38,120,242,5568,0,3516
09-01-2021,WV,16,0,200,17262,98,1880
09-01-2021,WY,0,1,0,0,0,72
08-01-2021,AK,0,11,0,10804,8,403
08-01-2021,AL,111,343,0,8420,0,5057
08-01-2021,AR,40,68,439,11298,219,2944
08-01-2021,AZ,197,606,1122,16778,799,11658
08-01-2021,CA,493,0,4905,216945,0,50030
08-01-2021,CO,36,121,0,7884,0,3187
08-01-2021,CT,37,0,0,35038,0,3236
08-01-2021,DC,1,0,66,6426,38,357
08-01-2021,DE,8,0,59,1411,0,554
08-01-2021,FL,194,364,0,42110,0,19136
08-01-2021,GA,84,391,0,4002,0,10379
08-01-2021,GU,0,0,3,223,2,13
08-01-2021,HI,4,12,24,0,20,308
08-01-2021,IA,59,0,108,1965,51,1608
08-01-2021,ID,29,67,77,2126,0,1067
08-01-2021,IL,167,0,780,109388,422,9277
08-01-2021,IN,69,249,584,7656,295,6095
08-01-2021,KS,121,144,221,8184,61,5504
08-01-2021,KY,13,108,393,28603,217,4737
08-01-2021,LA,105,0,0,26432,220,3377
08-01-2021,MA,76,0,440,18874,280,8120
08-01-2021,MD,43,168,447,12977,0,3732
08-01-2021,ME,41,15,56,9735,26,782
08-01-2021,MI,40,0,517,49293,294,3908
08-01-2021,MN,48,76,130,10393,0,2374
08-01-2021,MO,30,0,634,5086,358,4332
08-01-2021,MS,40,0,348,0,229,2175
08-01-2021,MT,11,32,37,7790,21,818
08-01-2021,NC,115,0,833,81880,0,10028
08-01-2021,ND,12,19,11,553,0,282
08-01-2021,NE,108,28,0,2038,0,1122
08-01-2021,NH,19,0,0,0,0,891
08-01-2021,NJ,110,222,655,46041,439,6949
08-01-2021,NM,30,144,0,12012,0,1637
08-01-2021,NV,55,0,399,4666,263,2866
08-01-2021,NY,165,0,1475,225071,912,18832
08-01-2021,OH,82,318,1004,62092,645,9535
08-01-2021,OK,31,225,477,14387,0,5232
08-01-2021,OR,10,108,118,19618,53,862
08-01-2021,PA,215,0,1092,14661,600,10178
08-01-2021,PR,4,0,79,0,78,2169
08-01-2021,RI,6,71,55,2557,39,1023
08-01-2021,SC,34,133,488,35196,251,6064
08-01-2021,SD,12,22,59,1110,37,448
08-01-2021,TN,126,110,811,28338,474,6369
08-01-2021,TX,372,0,3521,69050,0,23520
08-01-2021,UT,22,101,196,6083,0,3793
08-01-2021,VA,37,128,547,32185,351,5238
08-01-2021,VT,1,0,8,3233,0,216
08-01-2021,WA,29,153,242,14454,104,3260
08-01-2021,WI,52,136,244,7128,0,4110
08-01-2021,WV,36,0,208,21564,102,1896
08-01-2021,WY,0,12,0,424,0,479
07-01-2021,AK,3,10,0,15201,8,326
07-01-2021,AL,86,352,0,7507,0,5046
07-01-2021,AR,25,33,427,9261,218,3323
07-01-2021,AZ,297,1049,1101,6941,776,9913
07-01-2021,CA,583,0,4811,175349,0,36385
07-01-2021,CO,52,31,0,19343,0,3473
07-01-2021,CT,57,0,0,49615,0,3304
07-01-2021,DC,2,0,63,4665,36,268
07-01-2021,DE,2,0,57,1779,0,1220
07-01-2021,FL,170,390,0,42130,0,19334
07-01-2021,GA,65,167,0,39320,0,7072
07-01-2021,GU,1,0,2,431,1,8
07-01-2021,HI,0,9,24,0,24,321
07-01-2021,IA,5,0,119,2136,52,1294
07-01-2021,ID,17,47,77,1337,0,1263
07-01-2021,IL,206,0,783,96761,450,8757
07-01-2021,IN,80,203,593,8783,306,7270
07-01-2021,KS,0,0,206,0,70,0
07-01-2021,KY,37,212,424,17020,217,4889
07-01-2021,LA,47,0,0,29927,219,4530
07-01-2021,MA,73,505,455,18088,277,7548
07-01-2021,MD,41,189,427,9368,0,2970
07-01-2021,ME,13,11,55,10613,25,535
07-01-2021,MI,206,0,509,40848,300,4249
07-01-2021,MN,44,104,135,8211,0,1983
07-01-2021,MO,24,0,636,3708,355,3983
07-01-2021,MS,48,0,358,0,222,3255
07-01-2021,MT,23,44,40,5447,21,690
07-01-2021,NC,137,0,826,61026,0,10398
07-01-2021,ND,7,13,12,389,0,324
07-01-2021,NE,11,28,0,1952,0,1436
07-01-2021,NH,11,3,0,1926,0,423
07-01-2021,NJ,123,191,654,0,430,7539
07-01-2021,NM,39,88,0,13923,0,1835
07-01-2021,NV,44,0,411,3535,280,3402
07-01-2021,NY,199,0,1424,220914,859,17636
07-01-2021,OH,94,365,997,46307,636,10251
07-01-2021,OK,39,307,489,15591,0,3781
07-01-2021,OR,8,102,118,17307,53,735
07-01-2021,PA,265,0,1113,10760,625,9698
07-01-2021,PR,18,0,72,0,74,286
07-01-2021,RI,20,51,59,2465,40,1128
07-01-2021,SC,79,187,476,25101,245,4877
07-01-2021,SD,25,24,56,745,36,448
07-01-2021,TN,111,133,819,32730,474,9000
07-01-2021,TX,393,0,3502,55651,0,24578
07-01-2021,UT,29,115,187,6890,0,4597
07-01-2021,VA,49,154,568,31783,366,5379
07-01-2021,VT,3,0,8,1651,0,245
07-01-2021,WA,64,88,266,18231,109,1985
07-01-2021,WI,42,99,243,6357,0,4509
07-01-2021,WV,37,0,219,16334,96,1324
07-01-2021,WY,25,8,0,200,0,278
06-01-2021,AK,2,18,0,7828,6,328
06-01-2021,AL,108,629,0,7150,0,4591
06-01-2021,AR,65,124,427,11045,217,3705
06-01-2021,AZ,127,760,1084,13885,747,7206
06-01-2021,CA,459,0,4731,187945,0,29892
06-01-2021,CO,59,885,0,0,0,2557
06-01-2021,CT,38,0,0,26776,0,2486
06-01-2021,DC,5,0,69,5069,34,316
06-01-2021,DE,0,0,65,1547,0,629
06-01-2021,FL,132,449,0,38374,0,17262
06-01-2021,GA,93,611,0,7753,0,5588
06-01-2021,GU,0,0,3,307,1,21
06-01-2021,HI,10,26,21,0,16,142
06-01-2021,IA,61,0,116,2224,54,2010
06-01-2021,ID,12,79,54,735,0,1538
06-01-2021,IL,173,0,812,73405,451,7569
06-01-2021,IN,80,193,586,6700,303,6146
06-01-2021,KS,130,158,206,7889,70,5501
06-01-2021,KY,34,189,428,8674,244,5705
06-01-2021,LA,46,0,0,20361,207,6876
06-01-2021,MA,102,0,442,15039,281,6851
06-01-2021,MD,50,169,444,10904,0,3146
06-01-2021,ME,3,7,50,7427,21,525
06-01-2021,MI,59,0,523,40588,304,4856
06-01-2021,MN,67,100,140,5767,0,2326
06-01-2021,MO,33,0,624,2759,344,2854
06-01-2021,MS,38,0,358,0,222,2791
06-01-2021,MT,10,52,41,3378,21,682
06-01-2021,NC,80,0,823,36095,0,6952
06-01-2021,ND,5,13,13,846,0,338
06-01-2021,NE,10,37,0,1626,0,1448
06-01-2021,NH,24,1,0,2330,0,846
06-01-2021,NJ,141,266,668,40002,456,5848
06-01-2021,NM,47,115,0,7634,0,1485
06-01-2021,NV,60,0,411,3679,280,1938
06-01-2021,NY,163,0,1408,181168,851,16648
06-01-2021,OH,121,454,1021,20326,649,7814
06-01-2021,OK,62,332,494,17585,0,3305
06-01-2021,OR,44,0,110,0,55,1035
06-01-2021,PA,368,0,1120,11822,673,9474
06-01-2021,PR,8,0,65,0,73,293
06-01-2021,RI,20,68,59,2945,40,1611
06-01-2021,SC,84,164,469,23233,247,5162
06-01-2021,SD,6,41,56,1071,33,608
06-01-2021,TN,114,100,831,24513,478,7588
06-01-2021,TX,326,0,3477,60462,0,24010
06-01-2021,UT,18,107,192,5654,0,3769
06-01-2021,VA,35,110,537,19880,357,5387
06-01-2021,VT,3,0,6,573,0,120
06-01-2021,WA,59,167,262,11668,121,2332
06-01-2021,WI,69,175,245,6568,0,4109
06-01-2021,WV,39,0,217,10435,90,1516
06-01-2021,WY,0,8,0,240,0,321
05-01-2021,AK,0,23,0,5167,6,194
05-01-2021,AL,8,0,0,3889,0,5498
05-01-2021,AR,36,229,426,6427,224,4107
05-01-2021,AZ,253,406,1096,10699,761,5932
05-01-2021,CA,368,0,4734,172331,0,31440
05-01-2021,CO,47,71,0,13956,0,3458
05-01-2021,CT,24,0,0,28323,0,2332
05-01-2021,DC,4,0,72,5336,32,262
05-01-2021,DE,10,0,56,1563,0,767
05-01-2021,FL,100,386,0,33771,0,15556
05-01-2021,GA,101,423,0,20988,0,6102
05-01-2021,GU,0,0,3,654,2,13
05-01-2021,HI,0,42,18,0,15,123
05-01-2021,IA,7,0,115,602,53,1021
05-01-2021,ID,11,39,54,629,0,798
05-01-2021,IL,150,0,800,80244,457,6839
05-01-2021,IN,149,265,591,3288,326,3395
05-01-2021,KS,0,0,180,0,65,0
05-01-2021,KY,23,56,430,8367,215,1693
05-01-2021,LA,50,0,0,37529,205,4467
05-01-2021,MA,63,0,425,11590,264,4634
05-01-2021,MD,55,175,410,5670,0,1956
05-01-2021,ME,9,10,50,8526,21,597
05-01-2021,MI,217,0,548,21976,308,3031
05-01-2021,MN,18,157,155,2758,0,1573
05-01-2021,MO,263,0,612,2837,345,2632
05-01-2021,MS,91,0,349,55920,223,1767
05-01-2021,MT,30,36,37,1488,22,714
05-01-2021,NC,55,0,813,27000,0,5285
05-01-2021,ND,17,21,15,515,0,254
05-01-2021,NE,10,31,0,645,0,585
05-01-2021,NH,11,2,0,2199,0,664
05-01-2021,NJ,138,288,679,206401,481,6271
05-01-2021,NM,20,129,0,9516,0,1184
05-01-2021,NV,29,0,415,2568,278,2423
05-01-2021,NY,154,0,1392,139736,851,12666
05-01-2021,OH,104,538,1054,24246,670,7580
05-01-2021,OK,19,61,488,35447,0,1497
05-01-2021,OR,6,137,107,65560,55,708
05-01-2021,PA,185,0,1148,13948,700,8818
05-01-2021,PR,7,0,69,0,74,514
05-01-2021,RI,15,50,56,2411,40,1144
05-01-2021,SC,14,53,447,13642,241,2601
05-01-2021,SD,0,22,56,573,35,433
05-01-2021,TN,99,75,816,10574,469,5399
05-01-2021,TX,250,0,3356,72855,0,31630
05-01-2021,UT,7,116,177,3579,0,3318
05-01-2021,VA,59,139,558,18122,337,4377
05-01-2021,VT,5,0,8,1311,0,165
05-01-2021,WA,23,49,249,24793,109,1039
05-01-2021,WI,97,216,231,4805,0,4019
05-01-2021,WV,46,0,214,9220,92,1276
05-01-2021,WY,26,45,0,154,0,322
04-01-2021,AK,3,0,0,3401,9,260
04-01-2021,AL,5,1057,0,1632,0,2161
04-01-2021,AR,51,0,412,4578,212,1306
04-01-2021,AZ,3,169,1082,9906,782,5158
04-01-2021,CA,97,0,4671,284594,0,29633
