,date,state,deathIncrease,hospitalizedIncrease,inIcuCurrently,negativeIncrease,onVentilatorCurrently,positiveIncrease
13456,2020-05-20,IL,146,0,1005.0,18641,554.0,2388
13457,2020-05-20,IN,40,0,431.0,5839,197.0,569
13458,2020-05-20,KS,5,20,0.0,4014,0.0,199
13459,2020-05-20,KY,0,30,269.0,0,0.0,0
13460,2020-05-20,LA,27,0,0.0,7619,110.0,278
13461,2020-05-20,MA,128,131,675.0,11968,0.0,1045
13462,2020-05-20,MD,34,194,539.0,5895,0.0,777
13463,2020-05-20,ME,0,6,24.0,13358,12.0,78
13464,2020-05-20,MI,44,0,492.0,13640,332.0,575
13465,2020-05-20,MN,29,87,212.0,6190,0.0,767
13466,2020-05-20,MO,15,0,0.0,7722,103.0,152
13468,2020-05-20,MS,16,61,157.0,2657,89.0,263
13470,2020-05-20,NC,11,0,0.0,12173,0.0,422
13473,2020-05-20,NH,10,15,0.0,1345,0.0,69
13474,2020-05-20,NJ,168,0,969.0,9775,750.0,1405
13476,2020-05-20,NV,3,0,107.0,3496,60.0,120
13477,2020-05-20,NY,133,290,1761.0,36572,1421.0,1525
13478,2020-05-20,OH,61,81,333.0,11442,248.0,484
13479,2020-05-20,OK,5,8,92.0,5181,0.0,43
13480,2020-05-20,OR,2,6,43.0,2366,13.0,39
13481,2020-05-20,PA,0,0,0.0,0,377.0,0
13483,2020-05-20,RI,6,22,58.0,1525,45.0,187
13484,2020-05-20,SC,0,0,0.0,0,0.0,0
13486,2020-05-20,TN,4,17,0.0,7736,0.0,154
13487,2020-05-20,TX,50,0,0.0,32432,0.0,1411
13488,2020-05-20,UT,2,12,0.0,3426,0.0,192
13489,2020-05-20,VA,33,75,370.0,9074,202.0,763
13491,2020-05-20,VT,0,0,0.0,527,0.0,1
13492,2020-05-20,WA,29,0,52.0,6792,0.0,319
13493,2020-05-20,WI,14,51,128.0,6063,0.0,577
13494,2020-05-20,WV,1,0,16.0,2304,9.0,36
13496,2020-05-19,AK,0,0,0.0,769,0.0,0
13497,2020-05-19,AL,15,37,0.0,153,0.0,290
13498,2020-05-19,AR,2,5,0.0,8352,14.0,110
13500,2020-05-19,AZ,18,43,318.0,4702,201.0,396
13501,2020-05-19,CA,32,0,1307.0,45279,0.0,1365
13502,2020-05-19,CO,33,56,0.0,224,0.0,280
13503,2020-05-19,CT,23,0,0.0,7527,0.0,314
13504,2020-05-19,DC,8,0,0.0,1385,77.0,164
13505,2020-05-19,DE,9,0,0.0,1506,0.0,168
13506,2020-05-19,FL,56,191,0.0,38941,0.0,612
13507,2020-05-19,GA,22,111,0.0,13227,0.0,640
13509,2020-05-19,HI,0,0,0.0,2978,0.0,0
13510,2020-05-19,IA,17,0,126.0,4106,83.0,394
13511,2020-05-19,ID,1,0,0.0,1361,0.0,36
13512,2020-05-19,IL,145,0,993.0,16898,576.0,1545
13513,2020-05-19,IN,59,0,421.0,4968,206.0,450
13514,2020-05-19,KS,0,0,0.0,0,0.0,0
13515,2020-05-19,KY,32,84,277.0,23920,0.0,381
13516,2020-05-19,LA,18,0,0.0,7996,112.0,329
13517,2020-05-19,MA,76,145,672.0,6868,0.0,873
13518,2020-05-19,MD,42,113,537.0,5368,0.0,1784
13519,2020-05-19,ME,2,2,19.0,0,11.0,28
13520,2020-05-19,MI,43,0,486.0,16093,351.0,764
13521,2020-05-19,MN,17,93,229.0,5522,0.0,855
13522,2020-05-19,MO,11,0,0.0,2637,103.0,135
13524,2020-05-19,MS,26,35,153.0,1721,87.0,272
13525,2020-05-19,MT,0,1,0.0,782,0.0,1
13526,2020-05-19,NC,30,0,0.0,8576,0.0,677
13529,2020-05-19,NH,0,9,0.0,4540,0.0,56
13530,2020-05-19,NJ,152,0,977.0,13639,789.0,988
13532,2020-05-19,NV,7,0,106.0,5583,54.0,140
13533,2020-05-19,NY,114,268,1836.0,26708,1481.0,1474
13534,2020-05-19,OH,63,119,365.0,5255,234.0,498
13535,2020-05-19,OK,6,12,77.0,15496,0.0,91
13536,2020-05-19,OR,1,5,43.0,2895,13.0,64
13537,2020-05-19,PA,119,0,0.0,8481,380.0,610
13539,2020-05-19,RI,26,26,59.0,1878,44.0,215
13540,2020-05-19,SC,8,23,0.0,3390,0.0,114
13541,2020-05-19,SD,2,11,0.0,606,0.0,58
13542,2020-05-19,TN,4,9,0.0,8328,0.0,367
13543,2020-05-19,TX,22,0,0.0,35724,0.0,1219
13544,2020-05-19,UT,8,24,0.0,3175,0.0,134
13545,2020-05-19,VA,27,82,377.0,5558,199.0,1005
13547,2020-05-19,VT,0,0,0.0,548,0.0,4
13548,2020-05-19,WA,1,0,52.0,8335,0.0,64
13549,2020-05-19,WI,8,42,130.0,3735,0.0,250
13550,2020-05-19,WV,1,0,18.0,2248,9.0,18
13551,2020-05-19,WY,2,0,0.0,753,0.0,10
13552,2020-05-18,AK,0,0,0.0,957,0.0,3
13553,2020-05-18,AL,1,24,0.0,458,0.0,315
13554,2020-05-18,AR,2,10,0.0,0,12.0,54
13556,2020-05-18,AZ,6,54,329.0,4479,200.0,233
13557,2020-05-18,CA,41,0,1325.0,55838,0.0,1591
13558,2020-05-18,CO,9,27,0.0,2574,0.0,264
13559,2020-05-18,CT,41,0,0.0,6375,0.0,697
13560,2020-05-18,DC,9,0,0.0,1152,70.0,147
13561,2020-05-18,DE,7,0,0.0,1394,0.0,199
13562,2020-05-18,FL,24,75,0.0,23766,0.0,654
13563,2020-05-18,GA,36,126,0.0,12734,0.0,380
13565,2020-05-18,HI,0,0,0.0,370,0.0,1
13566,2020-05-18,IA,4,0,121.0,2603,85.0,304
13567,2020-05-18,ID,0,0,0.0,0,0.0,0
13568,2020-05-18,IL,57,0,1096.0,19003,636.0,2294
13569,2020-05-18,IN,14,0,426.0,6192,212.0,477
13570,2020-05-18,KS,1,16,0.0,4944,0.0,454
13571,2020-05-18,KY,0,0,218.0,0,0.0,0
13572,2020-05-18,LA,72,0,0.0,4301,118.0,277
13573,2020-05-18,MA,65,82,674.0,7331,0.0,1042
13574,2020-05-18,MD,32,93,555.0,5622,0.0,958
13575,2020-05-18,ME,1,7,16.0,0,10.0,26
13576,2020-05-18,MI,31,0,473.0,12567,418.0,534
13577,2020-05-18,MN,9,38,229.0,5418,0.0,971
13578,2020-05-18,MO,11,0,0.0,4927,91.0,156
13580,2020-05-18,MS,7,32,141.0,2505,75.0,136
13581,2020-05-18,MT,0,1,0.0,1280,0.0,2
13582,2020-05-18,NC,2,0,0.0,6300,0.0,511
13585,2020-05-18,NH,1,12,0.0,86,0.0,40
13586,2020-05-18,NJ,83,0,1053.0,16299,819.0,1712
13588,2020-05-18,NV,8,0,105.0,1146,65.0,49
13589,2020-05-18,NY,110,326,1908.0,24911,1538.0,1250
13590,2020-05-18,OH,32,77,367.0,6856,247.0,531
13591,2020-05-18,OK,0,5,45.0,0,0.0,88
13592,2020-05-18,OR,0,4,37.0,2146,16.0,11
13595,2020-05-18,RI,7,20,62.0,1289,46.0,137
13596,2020-05-18,SC,11,0,0.0,10947,0.0,126
13597,2020-05-18,SD,0,4,0.0,446,0.0,40
13598,2020-05-18,TN,3,7,0.0,11525,0.0,623
13599,2020-05-18,TX,11,0,0.0,10871,0.0,909
13600,2020-05-18,UT,0,9,0.0,2552,0.0,146
13601,2020-05-18,VA,5,47,361.0,5113,194.0,752
13603,2020-05-18,VT,0,0,0.0,562,0.0,0
13604,2020-05-18,WA,1,0,52.0,8143,0.0,118
13605,2020-05-18,WI,6,30,127.0,4828,0.0,185
13606,2020-05-18,WV,0,0,11.0,544,7.0,1
13607,2020-05-18,WY,0,3,0.0,0,0.0,12
13608,2020-05-17,AK,0,1,0.0,1366,0.0,4
13609,2020-05-17,AL,3,5,0.0,2608,0.0,248
13610,2020-05-17,AR,0,0,0.0,3360,9.0,181
13612,2020-05-17,AZ,1,30,337.0,4667,201.0,306
13613,2020-05-17,CA,57,0,1293.0,54071,0.0,2046
13614,2020-05-17,CO,23,6,0.0,2642,0.0,305
13615,2020-05-17,CT,69,0,0.0,5136,0.0,716
13616,2020-05-17,DC,8,0,0.0,913,74.0,81
13617,2020-05-17,DE,9,0,0.0,984,0.0,123
13618,2020-05-17,FL,9,85,0.0,20968,0.0,1136
13619,2020-05-17,GA,14,55,0.0,29552,0.0,554
13621,2020-05-17,HI,0,1,0.0,790,0.0,1
13622,2020-05-17,IA,5,0,124.0,3618,85.0,323
13623,2020-05-17,ID,0,0,0.0,954,0.0,30
13624,2020-05-17,IL,48,0,1144.0,18561,735.0,1734
13625,2020-05-17,IN,10,0,441.0,5387,205.0,498
13626,2020-05-17,KS,0,0,0.0,0,0.0,0
13627,2020-05-17,KY,2,0,218.0,1707,0.0,244
13628,2020-05-17,LA,12,0,0.0,5113,111.0,315
13629,2020-05-17,MA,92,83,702.0,11660,0.0,1077
13630,2020-05-17,MD,50,238,562.0,3915,0.0,836
13631,2020-05-17,ME,0,2,16.0,0,11.0,39
13632,2020-05-17,MI,39,0,488.0,10392,434.0,255
13633,2020-05-17,MN,22,51,221.0,5670,0.0,311
13634,2020-05-17,MO,5,0,0.0,6801,116.0,114
13636,2020-05-17,MS,11,25,158.0,4477,81.0,173
13637,2020-05-17,MT,0,0,0.0,794,0.0,0
13638,2020-05-17,NC,7,0,0.0,9828,0.0,530
13641,2020-05-17,NH,12,12,0.0,1984,0.0,92
13642,2020-05-17,NJ,110,0,1030.0,11096,819.0,1251
13644,2020-05-17,NV,6,0,105.0,6778,65.0,148
13645,2020-05-17,NY,141,368,1981.0,32790,1601.0,1889
13646,2020-05-17,OH,15,51,343.0,17311,230.0,449
13647,2020-05-17,OK,0,2,73.0,0,0.0,73
13648,2020-05-17,OR,0,8,48.0,2622,16.0,71
13651,2020-05-17,RI,10,15,64.0,1537,45.0,125
13652,2020-05-17,SC,0,0,0.0,10461,0.0,409
13653,2020-05-17,SD,0,8,0.0,355,0.0,28
13654,2020-05-17,TN,3,8,0.0,4979,0.0,100
13655,2020-05-17,TX,31,0,0.0,13277,0.0,785
13656,2020-05-17,UT,2,8,0.0,3256,0.0,170
13657,2020-05-17,VA,7,51,379.0,4088,195.0,705
13659,2020-05-17,VT,1,0,0.0,681,0.0,8
13660,2020-05-17,WA,8,0,52.0,2404,0.0,282
13661,2020-05-17,WI,0,20,131.0,5468,0.0,379
13662,2020-05-17,WV,3,0,11.0,2064,7.0,33
13663,2020-05-17,WY,1,1,0.0,653,0.0,13
13664,2020-05-16,AK,0,2,0.0,859,0.0,4
13665,2020-05-16,AL,9,10,0.0,7124,0.0,307
13666,2020-05-16,AR,0,0,0.0,0,10.0,115
13668,2020-05-16,AZ,28,37,344.0,4325,210.0,462
13669,2020-05-16,CA,96,0,1313.0,43363,0.0,1857
13670,2020-05-16,CO,42,24,0.0,3307,0.0,401
13671,2020-05-16,CT,54,0,0.0,8229,0.0,618
13672,2020-05-16,DC,7,0,0.0,1022,79.0,171
13673,2020-05-16,DE,10,0,0.0,1306,0.0,174
13674,2020-05-16,FL,49,400,0.0,19609,0.0,480
13675,2020-05-16,GA,35,297,0.0,18729,0.0,466
13677,2020-05-16,HI,0,0,0.0,2106,0.0,1
13678,2020-05-16,IA,10,0,128.0,2455,83.0,279
13679,2020-05-16,ID,1,1,0.0,905,0.0,38
13680,2020-05-16,IL,71,0,1135.0,20959,653.0,2088
13681,2020-05-16,IN,50,0,426.0,5285,199.0,625
13682,2020-05-16,KS,0,0,0.0,0,0.0,0
13683,2020-05-16,KY,4,9,218.0,6237,0.0,219
13684,2020-05-16,LA,31,0,0.0,6273,123.0,280
13685,2020-05-16,MA,113,142,747.0,10898,0.0,1512
13686,2020-05-16,MD,49,76,598.0,6367,0.0,982
13687,2020-05-16,ME,1,3,19.0,0,10.0,45
13688,2020-05-16,MI,32,0,532.0,11329,440.0,336
13689,2020-05-16,MN,17,54,225.0,7626,0.0,342
13690,2020-05-16,MO,13,0,0.0,4663,116.0,219
13692,2020-05-16,MS,17,36,170.0,1331,81.0,322
13693,2020-05-16,MT,0,0,0.0,671,0.0,2
13694,2020-05-16,NC,11,0,0.0,6186,0.0,853
13697,2020-05-16,NH,0,0,0.0,64,0.0,0
13698,2020-05-16,NJ,114,0,1061.0,11068,846.0,1197
13700,2020-05-16,NV,1,0,105.0,1470,65.0,95
13701,2020-05-16,NY,174,425,2077.0,38250,1674.0,2419
13702,2020-05-16,OH,29,79,366.0,0,251.0,520
13703,2020-05-16,OK,3,15,73.0,5056,0.0,151
13704,2020-05-16,OR,0,6,46.0,5394,19.0,62
13706,2020-05-16,PR,0,0,15.0,0,5.0,26
13707,2020-05-16,RI,10,31,66.0,1764,44.0,252
13708,2020-05-16,SC,0,0,0.0,0,0.0,0
13709,2020-05-16,SD,0,8,0.0,690,0.0,72
13710,2020-05-16,TN,5,20,0.0,10127,0.0,318
13711,2020-05-16,TX,33,0,0.0,24921,0.0,1801
13712,2020-05-16,UT,1,12,0.0,3161,0.0,155
13713,2020-05-16,VA,25,67,381.0,6543,189.0,1011
13715,2020-05-16,VT,0,0,0.0,787,0.0,1
13716,2020-05-16,WA,9,0,90.0,3380,0.0,271
13717,2020-05-16,WI,8,41,128.0,5549,0.0,534
13718,2020-05-16,WV,2,0,13.0,2441,6.0,16
13719,2020-05-16,WY,0,1,0.0,371,0.0,25
13720,2020-05-15,AK,0,1,0.0,655,0.0,1
13721,2020-05-15,AL,9,27,0.0,3830,0.0,248
13722,2020-05-15,AR,1,11,0.0,5484,9.0,227
13724,2020-05-15,AZ,27,41,313.0,7168,222.0,495
13725,2020-05-15,CA,76,0,1324.0,27483,0.0,1772
13726,2020-05-15,CO,59,53,0.0,3416,0.0,394
13727,2020-05-15,CT,66,0,0.0,5725,0.0,621
13728,2020-05-15,DC,10,0,0.0,1205,90.0,135
13729,2020-05-15,DE,11,0,0.0,1271,0.0,150
13730,2020-05-15,FL,43,0,0.0,0,0.0,786
13731,2020-05-15,GA,30,93,0.0,15170,0.0,823
13733,2020-05-15,HI,0,0,0.0,-104,0.0,-1
13734,2020-05-15,IA,18,0,130.0,3898,87.0,374
13735,2020-05-15,ID,3,0,0.0,964,0.0,27
13736,2020-05-15,IL,130,0,1129.0,24133,675.0,2432
13737,2020-05-15,IN,45,0,492.0,4607,213.0,602
13738,2020-05-15,KS,8,20,0.0,3546,0.0,418
13739,2020-05-15,KY,2,52,220.0,3738,0.0,145
13740,2020-05-15,LA,31,0,0.0,5253,132.0,348
13741,2020-05-15,MA,110,107,749.0,10079,0.0,1239
13742,2020-05-15,MD,56,126,598.0,3289,0.0,1083
13743,2020-05-15,ME,0,4,16.0,0,8.0,38
13744,2020-05-15,MI,47,0,532.0,15170,440.0,651
13745,2020-05-15,MN,29,70,200.0,8330,0.0,798
13746,2020-05-15,MO,14,0,0.0,7209,120.0,139
13748,2020-05-15,MS,13,45,172.0,1179,81.0,318
13749,2020-05-15,MT,0,0,0.0,865,0.0,4
13750,2020-05-15,NC,26,0,0.0,11657,0.0,622
13753,2020-05-15,NH,9,9,0.0,3272,0.0,165
13754,2020-05-15,NJ,197,0,1127.0,10075,865.0,1219
13756,2020-05-15,NV,10,0,115.0,2547,73.0,115
13757,2020-05-15,NY,134,328,2156.0,36529,1774.0,2762
13758,2020-05-15,OH,47,73,370.0,12233,260.0,597
13759,2020-05-15,OK,1,5,98.0,5885,0.0,124
13760,2020-05-15,OR,3,7,38.0,0,17.0,63
13762,2020-05-15,PR,5,0,18.0,0,3.0,15
13763,2020-05-15,RI,11,21,63.0,1700,41.0,232
13764,2020-05-15,SC,9,83,0.0,6863,0.0,218
13765,2020-05-15,SD,1,6,0.0,846,0.0,95
13766,2020-05-15,TN,3,19,0.0,7168,0.0,271
13767,2020-05-15,TX,56,0,0.0,23825,0.0,1347
13768,2020-05-15,UT,2,8,0.0,3267,0.0,164
13769,2020-05-15,VA,22,65,362.0,10325,195.0,859
13771,2020-05-15,VT,0,0,0.0,621,0.0,1
13772,2020-05-15,WA,8,0,114.0,6278,0.0,312
13773,2020-05-15,WI,11,38,125.0,6059,0.0,475
13774,2020-05-15,WV,2,0,15.0,2209,8.0,14
13775,2020-05-15,WY,0,1,0.0,578,0.0,15
13776,2020-05-14,AK,0,1,0.0,1108,0.0,5
13777,2020-05-14,AL,18,33,0.0,5262,0.0,351
13778,2020-05-14,AR,2,12,0.0,2531,13.0,72
13780,2020-05-14,AZ,30,52,323.0,6090,201.0,498
13781,2020-05-14,CA,98,0,1324.0,37036,0.0,2023
13782,2020-05-14,CO,29,54,0.0,3148,0.0,363
13783,2020-05-14,CT,94,1557,0.0,6010,0.0,609
13784,2020-05-14,DC,8,0,0.0,1189,90.0,152
13785,2020-05-14,DE,11,0,0.0,1833,0.0,271
13786,2020-05-14,FL,50,158,0.0,13266,0.0,792
13787,2020-05-14,GA,22,86,0.0,11451,0.0,526
13789,2020-05-14,HI,0,0,0.0,513,0.0,3
13790,2020-05-14,IA,12,0,134.0,3189,93.0,386
13791,2020-05-14,ID,0,-2,0.0,595,0.0,31
13792,2020-05-14,IL,136,0,1132.0,19439,689.0,3239
13793,2020-05-14,IN,27,0,488.0,5576,217.0,580
13794,2020-05-14,KS,0,0,0.0,0,0.0,0
13795,2020-05-14,KY,5,10,215.0,6534,0.0,227
13796,2020-05-14,LA,36,0,0.0,8857,140.0,827
13797,2020-05-14,MA,167,175,781.0,12644,0.0,1685
13798,2020-05-14,MD,54,149,569.0,3789,0.0,1091
13799,2020-05-14,ME,3,3,18.0,0,7.0,50
13800,2020-05-14,MI,46,0,653.0,16415,515.0,578
13801,2020-05-14,MN,25,64,203.0,5941,0.0,793
13802,2020-05-14,MO,20,0,0.0,2793,115.0,175
13804,2020-05-14,MS,15,51,131.0,4885,72.0,393
13805,2020-05-14,MT,0,0,0.0,697,0.0,0
13806,2020-05-14,NC,18,0,0.0,8120,0.0,691
13809,2020-05-14,NH,8,7,0.0,1899,0.0,60
13810,2020-05-14,NJ,252,0,1157.0,9102,898.0,1157
13812,2020-05-14,NV,3,0,126.0,2707,75.0,105
13813,2020-05-14,NY,157,446,2223.0,37460,1846.0,2390
13814,2020-05-14,OH,51,100,360.0,6862,253.0,636
13815,2020-05-14,OK,6,10,102.0,2946,0.0,110
13816,2020-05-14,OR,4,5,38.0,6251,17.0,130
13818,2020-05-14,PR,2,0,18.0,0,5.0,9
13819,2020-05-14,RI,6,23,65.0,1927,42.0,228
13820,2020-05-14,SC,16,0,0.0,9133,0.0,262
13821,2020-05-14,SD,4,9,0.0,569,0.0,60
13822,2020-05-14,TN,14,47,0.0,9071,0.0,329
13823,2020-05-14,TX,58,0,0.0,25779,0.0,1448
13824,2020-05-14,UT,0,5,0.0,2931,0.0,129
13825,2020-05-14,VA,28,72,355.0,4371,201.0,1067
13827,2020-05-14,VT,0,0,0.0,703,0.0,1
13828,2020-05-14,WA,13,0,111.0,6102,0.0,251
13829,2020-05-14,WI,13,31,120.0,5487,0.0,420
13830,2020-05-14,WV,2,0,9.0,2004,5.0,29
13831,2020-05-14,WY,0,0,0.0,345,0.0,13
13832,2020-05-13,AK,0,0,0.0,687,0.0,1
13833,2020-05-13,AL,20,30,0.0,2847,0.0,307
13834,2020-05-13,AR,0,12,0.0,2771,12.0,0
13836,2020-05-13,AZ,32,39,292.0,4468,191.0,440
13837,2020-05-13,CA,87,0,1314.0,30463,0.0,1759
13838,2020-05-13,CO,53,40,0.0,2951,0.0,318
13839,2020-05-13,CT,84,0,0.0,3997,0.0,522
13840,2020-05-13,DC,14,0,0.0,509,82.0,99
13841,2020-05-13,DE,17,0,0.0,1251,0.0,211
13842,2020-05-13,FL,49,181,0.0,14680,0.0,799
13843,2020-05-13,GA,44,129,0.0,11028,0.0,697
13845,2020-05-13,HI,0,0,0.0,425,0.0,1
13846,2020-05-13,IA,17,0,133.0,4054,101.0,377
13847,2020-05-13,ID,-1,4,0.0,390,0.0,33
13848,2020-05-13,IL,191,0,1208.0,15991,714.0,1677
13849,2020-05-13,IN,41,0,481.0,3227,217.0,346
13850,2020-05-13,KS,6,44,0.0,3167,0.0,352
13851,2020-05-13,KY,10,58,215.0,6434,0.0,176
13852,2020-05-13,LA,34,0,0.0,9280,147.0,612
13853,2020-05-13,MA,174,190,794.0,7371,0.0,1165
13854,2020-05-13,MD,47,117,572.0,3320,0.0,751
13855,2020-05-13,ME,1,2,20.0,0,7.0,38
13856,2020-05-13,MI,44,0,693.0,18541,525.0,817
13857,2020-05-13,MN,24,52,199.0,6568,0.0,729
13858,2020-05-13,MO,18,0,0.0,2710,129.0,136
13860,2020-05-13,MS,8,34,150.0,2174,79.0,182
13861,2020-05-13,MT,0,0,0.0,816,0.0,1
13862,2020-05-13,NC,20,0,0.0,7743,0.0,470
13864,2020-05-13,NE,3,0,81.0,1662,56.0,120
13865,2020-05-13,NH,9,1,0.0,1576,0.0,79
13866,2020-05-13,NJ,202,0,1226.0,7573,928.0,833
13868,2020-05-13,NV,5,0,121.0,2514,64.0,83
13869,2020-05-13,NY,168,519,2308.0,31618,1908.0,2176
13870,2020-05-13,OH,47,79,353.0,7652,244.0,471
13871,2020-05-13,OK,0,20,93.0,12896,0.0,120
13872,2020-05-13,OR,0,0,39.0,0,25.0,0
13875,2020-05-13,RI,18,21,68.0,1924,48.0,196
13876,2020-05-13,SC,0,0,0.0,0,0.0,0
13877,2020-05-13,SD,0,10,0.0,578,0.0,69
13878,2020-05-13,TN,8,25,0.0,8834,0.0,259
13879,2020-05-13,TX,25,0,0.0,24397,0.0,1355
13880,2020-05-13,UT,2,18,0.0,3895,0.0,188
13881,2020-05-13,VA,36,125,374.0,5117,202.0,946
13883,2020-05-13,VT,0,0,0.0,490,0.0,2
13884,2020-05-13,WA,17,0,114.0,5836,0.0,294
13885,2020-05-13,WI,3,31,122.0,4363,0.0,318
13886,2020-05-13,WV,1,0,11.0,1584,6.0,27
13887,2020-05-13,WY,0,0,0.0,0,0.0,13
13888,2020-05-12,AK,0,0,0.0,1279,0.0,2
13889,2020-05-12,AL,28,31,0.0,3473,0.0,301
13890,2020-05-12,AR,1,5,0.0,1284,12.0,130
13892,2020-05-12,AZ,20,42,318.0,6022,204.0,356
13893,2020-05-12,CA,77,0,1349.0,40030,0.0,1443
13894,2020-05-12,CO,22,32,0.0,2315,0.0,278
13895,2020-05-12,CT,33,0,0.0,5348,0.0,568
13896,2020-05-12,DC,8,0,0.0,693,82.0,96
13897,2020-05-12,DE,10,0,0.0,1187,0.0,176
13898,2020-05-12,FL,44,196,0.0,17606,0.0,606
13899,2020-05-12,GA,20,115,0.0,10183,0.0,708
13901,2020-05-12,HI,0,0,0.0,254,0.0,2
13902,2020-05-12,IA,18,0,143.0,2957,101.0,539
13903,2020-05-12,ID,3,3,0.0,533,0.0,30
13904,2020-05-12,IL,142,0,1215.0,25252,730.0,4014
13905,2020-05-12,IN,38,0,472.0,3322,212.0,500
13906,2020-05-12,KS,0,0,0.0,0,0.0,0
13907,2020-05-12,KY,7,10,220.0,16864,0.0,237
13908,2020-05-12,LA,39,0,0.0,6947,146.0,235
13909,2020-05-12,MA,33,110,818.0,5898,0.0,870
13910,2020-05-12,MD,46,104,590.0,4035,0.0,688
13911,2020-05-12,ME,0,2,17.0,0,8.0,15
13912,2020-05-12,MI,49,0,693.0,13408,525.0,1637
13913,2020-05-12,MN,23,83,199.0,3349,0.0,664
13914,2020-05-12,MO,36,0,0.0,5588,140.0,88
13916,2020-05-12,MS,22,36,146.0,1573,75.0,234
13917,2020-05-12,MT,0,1,0.0,461,0.0,2
13918,2020-05-12,NC,27,0,0.0,6078,0.0,301
13920,2020-05-12,NE,2,0,81.0,1447,56.0,257
13921,2020-05-12,NH,0,0,0.0,678,0.0,0
13922,2020-05-12,NJ,212,0,1306.0,6329,982.0,813
13925,2020-05-12,NY,205,295,2375.0,19033,1964.0,1430
13926,2020-05-12,OH,79,126,401.0,6728,270.0,473
13927,2020-05-12,OK,4,0,83.0,0,0.0,119
13928,2020-05-12,OR,3,3,40.0,2041,23.0,58
13931,2020-05-12,RI,14,27,72.0,1551,53.0,219
13932,2020-05-12,SC,24,86,0.0,8409,0.0,274
13933,2020-05-12,SD,5,8,0.0,570,0.0,49
13934,2020-05-12,TN,14,19,0.0,9980,0.0,567
13935,2020-05-12,TX,33,0,0.0,23534,0.0,1179
13936,2020-05-12,UT,5,18,0.0,2749,0.0,70
13937,2020-05-12,VA,41,95,364.0,3982,201.0,730
13939,2020-05-12,VT,0,0,0.0,294,0.0,1
13940,2020-05-12,WA,14,0,94.0,5856,0.0,61
13941,2020-05-12,WI,9,31,115.0,4715,0.0,211
13943,2020-05-12,WY,0,1,0.0,2981,0.0,6
13945,2020-05-11,AL,8,16,0.0,1791,0.0,232
13946,2020-05-11,AR,6,9,0.0,3215,11.0,287
13948,2020-05-11,AZ,6,41,297.0,5826,201.0,261
13949,2020-05-11,CA,25,0,1329.0,34974,0.0,1259
13950,2020-05-11,CO,16,32,0.0,-113,0.0,176
13951,2020-05-11,CT,41,0,0.0,2105,0.0,211
13952,2020-05-11,DC,5,0,0.0,574,82.0,117
13953,2020-05-11,DE,12,0,0.0,771,0.0,118
13954,2020-05-11,FL,14,54,0.0,21723,0.0,383
13955,2020-05-11,GA,36,18,0.0,7255,0.0,486
13957,2020-05-11,HI,0,0,0.0,412,0.0,1
13958,2020-05-11,IA,6,0,152.0,3204,107.0,414
13959,2020-05-11,ID,0,0,0.0,0,0.0,0
13960,2020-05-11,IL,53,0,1248.0,11175,730.0,1266
13961,2020-05-11,IN,32,0,452.0,6158,213.0,501
13962,2020-05-11,KS,1,3,0.0,1436,0.0,168
13963,2020-05-11,KY,0,0,226.0,0,0.0,0
13964,2020-05-11,LA,22,0,0.0,4743,157.0,215
13965,2020-05-11,MA,129,115,813.0,5670,0.0,669
13966,2020-05-11,MD,49,228,585.0,4063,0.0,786
13967,2020-05-11,ME,1,1,17.0,0,9.0,26
13968,2020-05-11,MI,58,0,685.0,10876,557.0,971
13969,2020-05-11,MN,13,59,194.0,4476,0.0,827
13970,2020-05-11,MO,6,0,0.0,0,137.0,74
13972,2020-05-11,MS,5,15,132.0,14110,68.0,173
13974,2020-05-11,NC,3,0,0.0,3449,0.0,281
13977,2020-05-11,NH,2,5,0.0,1281,0.0,149
13978,2020-05-11,NJ,60,0,1255.0,112073,970.0,1415
13981,2020-05-11,NY,162,433,2450.0,19992,2020.0,1660
13982,2020-05-11,OH,16,62,391.0,4972,256.0,696
13983,2020-05-11,OK,2,2,93.0,0,0.0,24
13984,2020-05-11,OR,0,8,45.0,819,22.0,68
13987,2020-05-11,RI,8,29,73.0,1259,52.0,175
13988,2020-05-11,SC,0,0,0.0,0,0.0,0
13990,2020-05-11,TN,8,19,0.0,10849,0.0,559
13991,2020-05-11,TX,12,0,0.0,5107,0.0,1000
13992,2020-05-11,UT,1,5,0.0,1711,0.0,111
13993,2020-05-11,VA,11,89,362.0,6573,194.0,989
13995,2020-05-11,VT,0,0,0.0,620,0.0,0
13996,2020-05-11,WA,10,0,110.0,5902,0.0,126
13997,2020-05-11,WI,9,26,117.0,2870,0.0,226
14001,2020-05-10,AL,5,12,0.0,1717,0.0,210
14002,2020-05-10,AR,0,0,0.0,0,14.0,0
14004,2020-05-10,AZ,4,35,300.0,4408,195.0,159
14005,2020-05-10,CA,67,0,1328.0,40975,0.0,2119
14006,2020-05-10,CO,4,8,0.0,4517,0.0,328
14007,2020-05-10,CT,35,0,0.0,6053,0.0,570
14008,2020-05-10,DC,12,0,130.0,1217,91.0,170
14009,2020-05-10,DE,11,0,0.0,1573,0.0,170
14010,2020-05-10,FL,6,79,0.0,10622,0.0,681
14011,2020-05-10,GA,5,10,0.0,7314,0.0,909
14013,2020-05-10,HI,0,0,0.0,1006,0.0,2
